483341	-5.03922	-2.49114	-1.18738	-2.15334	-2.45249	2.62765	-2.10948	-2.08864	-2.78873	-4.77704	-0.20094	1.32406	-3.1309	0.46141	1.0675	-0.607416	-2.2081	-1.64788	4.26766	2.6794	-2.30651	-2.05004	3.22862	-1.07828	0.179684	2.47745	-0.165508	2.26499	1.89347	5.12151	2.98728	-1.50611	2.7208	0.819614	2.05145	1.45084	3.34936	0.00716139	-0.765867	1.18525	1.26162	0.231214	-1.95981	-1.26001	-0.320853	-1.64802	4.9538	-0.246139	0.963915	6.0874	-0.16381	-3.08925	-2.72188	0.548145	3.20342	-0.566397	-2.30229	-0.559081	-0.953095	0.829419	-1.57766	5.40097	-5.35824	2.23772	-1.29557	4.0004	-0.350546	1.35487	2.23944	6.00119	6.22411	-4.71632	1.26021	-4.75802	0.977802	-4.10379	0.018515	-1.61243	1.9301	1.99198	3.21655	-5.79328	0.410896	-0.871913	6.9432	-2.14274	1.98171	4.41819	-1.42796	3.38211	7.05235	0.176726	1.1539	3.39472	1.22127	4.17755	-0.689081	2.82811	0.812727	-0.167077	-6.20292	2.53821	5.59925	0.879609	1.86982	-4.42019	2.88963	0.975956	1.49421	1.98966	-4.22311	5.76998	-0.93805	1.68785	2.29393	-0.357447	1.52994	1.64319	-2.54562	3.84877	3.08617	1.01609	1.83656	2.75885	-0.80068	1.87378	-0.339562	4.20016
147471	-3.53135	-6.16727	4.49197	2.2431	-2.1148	-3.31613	-1.85255	-2.98812	-4.15971	2.14305	2.34763	-7.57748	-4.15947	0.195496	-3.41225	-5.11601	-3.33556	-0.465504	1.43484	7.4183	-2.2035	2.4844	3.69376	1.03511	-1.12398	-0.807118	-0.0250512	2.50689	2.33976	4.28352	3.32594	-3.75065	0.508205	4.63706	2.10415	4.12033	-2.94271	0.857446	4.80182	-2.38361	-5.16556	-4.2562	3.06308	4.11715	0.649277	2.97213	3.30674	-2.34427	2.35653	-3.20523	-1.71429	2.93207	1.4253	-2.08707	3.04182	0.690938	0.345562	-0.00876746	7.70794	4.26723	-2.22966	-0.26816	-0.404491	2.37996	-2.29326	4.42687	1.39225	-4.29031	-6.01068	2.80439	1.46696	-3.61172	-0.738571	-5.25867	0.543973	-1.26607	10.0422	-3.41224	3.06952	3.87695	3.69572	2.1459	-1.03888	-2.26421	1.94929	5.29002	-2.15217	3.84637	1.49902	5.24176	-6.11349	0.766876	0.99717	2.33325	1.44966	5.21989	-1.25348	2.20784	-1.04408	-3.14916	-0.121061	1.15012	-2.9345	-2.24603	1.7442	-1.56569	4.4177	10.6662	-2.40441	-4.22215	-0.214297	4.15098	0.520261	-3.02799	1.32393	-0.980518	4.83177	3.95838	0.134743	2.92219	0.140198	5.3534	-6.2246	-2.85575	3.26	3.22005	-3.19664	-0.210802
262162	-2.62975	-2.94362	2.015	-5.01909	-4.88254	2.4188	3.55377	2.53967	-4.51502	-1.14585	3.16573	-4.84472	-0.481976	0.978292	5.92348	3.48205	3.17497	0.0600128	-4.08996	-0.533757	0.990253	-0.364326	5.21469	-1.03878	-2.50936	6.92438	-2.89337	-1.4725	4.33721	-3.95558	-0.566143	2.06806	1.54302	0.990691	1.1278	-2.35006	0.543316	1.96023	-4.91593	-4.64633	0.250478	3.77215	1.10264	-3.16383	0.369258	3.70288	2.018	-2.88769	0.146129	-2.52588	4.45055	4.05454	-1.02596	4.22406	-0.938648	-3.27128	1.10714	0.309483	-0.566664	-1.88047	8.07239	5.21679	-0.267359	-0.640557	3.41954	0.179036	-4.789	-4.4456	-2.31779	0.630874	-0.548507	-8.15305	-0.789435	-4.06516	4.55712	-2.57784	2.69893	0.681696	-1.21624	2.88041	-0.947289	-2.99839	4.50137	-1.6747	1.44238	-1.00282	2.26598	1.65352	2.42964	5.61427	4.16236	1.06911	-1.67656	0.93941	-2.98866	-0.580337	-0.562304	-1.93474	-2.05805	3.11588	0.11987	5.145	5.26335	-3.43594	-1.89037	-5.27189	-1.59922	6.09176	-0.622131	3.72317	-5.03694	-2.20652	-0.787292	-2.12465	2.51402	1.83822	-2.24021	-1.13537	-0.164712	2.27468	7.0022	-0.36543	-3.38444	2.92115	-3.23179	-2.44368	1.51595	-1.66024
21	2.40655	0.314727	2.61972	-6.65499	0.764526	1.12556	1.55327	-0.306467	-1.83915	-0.209976	1.18419	-0.703814	-3.93021	-5.19422	0.268599	-3.60212	2.67129	0.3691	-1.1694	-0.112285	2.45649	-1.97649	-0.0342243	-0.968034	-0.295946	4.94743	-0.0228053	-0.548329	3.85636	-0.313779	6.59192	1.68735	1.6967	0.0674214	1.7254	-1.84681	-3.26045	-3.55243	-1.32353	-2.37257	1.58698	2.66239	0.691974	-0.593106	1.5171	-1.78863	-0.515445	-0.355577	0.42282	0.0661948	0.849099	-1.24403	1.39272	4.20696	1.34693	0.792257	-1.31	-1.95761	0.58916	1.42361	2.86153	3.3943	2.71537	-0.918245	0.933904	2.8031	-3.9993	-0.794831	0.444807	2.32867	1.125	-4.04865	-5.75354	-0.762151	0.883084	-2.2788	-2.42703	1.47297	0.435051	3.63355	-1.2753	-1.66665	-1.85782	2.57181	2.18334	1.94917	2.46013	1.58724	4.68133	3.21446	1.78878	1.65588	1.10804	-0.138937	1.53573	-0.446775	-0.828969	-0.603887	-2.135	-1.43046	-3.28302	1.56996	1.23098	-2.45636	-0.709641	0.525311	-2.68698	0.378554	-2.76216	-2.46125	-2.6385	-0.362677	-2.31372	-1.47629	0.976884	0.799157	-0.255257	6.08785	-3.11356	7.56057	1.69839	-0.874399	-3.21512	-0.925476	0.0801918	-1.18531	0.849609	0.527208
147478	0.344153	-1.66607	-1.59667	-2.8967	-1.68155	2.81387	-3.24661	-2.19998	-2.40006	-1.42639	3.43816	0.455448	1.35744	-1.99845	1.21762	-0.739171	-1.84408	-1.47632	-0.0971179	2.05918	2.94231	0.934367	1.36275	-2.46838	2.1957	3.78259	-0.153565	-0.771629	2.96222	0.257481	-2.32249	0.625099	0.0425151	4.28366	0.59574	2.05236	2.962	2.44396	-1.5709	-0.231291	-4.68817	-0.892652	-1.78171	0.175096	0.433855	1.64901	0.728079	0.977729	1.52201	0.41498	-1.38212	1.95879	-1.04552	0.0481853	3.20105	-2.39144	1.03212	-3.20631	-1.39249	1.25388	-1.20938	0.406757	-0.447655	-2.83136	0.828403	2.23504	-3.20861	-1.59982	-1.36523	4.1635	0.461283	-0.929949	-0.677535	-0.922377	-0.717684	-3.10723	-0.212902	1.2325	2.52421	-0.68958	-1.75535	-2.26208	-4.43723	0.445645	-1.14486	0.0616143	-2.26267	-0.776391	2.56308	3.35355	0.355896	1.23833	1.64101	-1.82447	2.55937	1.61246	-2.35149	-0.954233	-2.10081	1.13241	0.864246	2.93013	1.85916	2.2571	-0.000547018	0.0682344	0.847409	-0.339783	-0.112356	0.615667	-0.702347	-0.331082	-0.26303	-1.01485	0.940575	-1.6315	1.98655	1.88351	-0.510067	3.63307	0.902653	1.73987	-1.16096	-0.565384	0.328054	1.77523	0.176389	-0.723329
737303	2.47116	0.615023	-0.584411	-2.09918	-1.30423	0.160537	-1.22911	1.4087	1.19282	2.40891	-1.08681	0.677712	-0.969024	-2.33367	1.47298	-0.245741	2.01907	-0.755073	-2.40066	0.100235	0.369994	-1.056	2.33731	-2.2575	-0.932977	-0.289816	-2.81325	0.696449	0.736736	1.11184	0.777928	1.17914	-0.912278	-0.493918	2.50488	-1.7276	3.12157	-0.940924	-2.74305	-6.01641	-2.91399	3.58733	-0.622024	2.83622	1.32355	3.10213	-0.282251	-0.293423	-1.3611	0.306565	0.0810682	0.286216	2.42766	3.3312	-0.248522	1.07712	0.254873	-0.791399	-0.281624	0.708714	2.91541	1.40804	1.16476	0.4484	0.555616	0.69397	-2.04126	-1.98677	-0.36564	0.833021	-0.533789	-3.06221	0.285282	-3.23913	0.34661	-3.89844	2.0119	-0.0702532	-0.443318	-0.377319	-1.02858	-2.27663	-1.53804	-1.20055	1.54008	2.63354	0.727711	0.883245	2.70522	0.607083	4.11884	1.58731	2.23684	-0.120665	-1.50352	1.24659	-2.02568	0.797147	-1.23446	0.261089	-1.19356	4.44004	-1.12486	-0.2902	-2.14115	-2.52292	3.82884	-0.416568	0.483841	-1.4058	-2.28721	1.75471	-1.82104	-2.31156	-0.484287	2.35025	0.242355	2.30227	-0.553919	-0.225145	1.36872	3.1749	-0.814088	-0.496918	-3.15553	-0.596254	-1.76429	1.42503
589849	1.08609	0.787996	-0.379387	2.39802	-1.12303	0.317943	0.23828	-3.64762	0.639725	-0.434358	1.65653	0.643519	-0.512007	-4.03443	2.07869	-1.42269	3.49399	4.08407	-1.27675	-0.114456	1.20048	-1.98843	4.88382	-0.915802	0.640978	2.49444	-3.36176	-2.0599	3.94974	-0.662518	3.4097	3.0558	-0.405237	1.30763	1.98011	-2.76876	1.54004	-1.41221	-1.44157	-5.91312	-3.43138	2.56497	-0.033872	-2.92311	0.0266399	3.73986	-2.17616	-0.502874	-0.171217	0.812317	4.49917	1.56285	1.8338	3.48581	3.78687	1.04469	-0.449489	-2.90628	-2.51606	2.7283	2.08058	-1.40115	-2.83556	0.0401696	6.57513	4.20823	-1.44766	-0.25566	1.56009	1.91298	3.95076	-1.28138	0.953222	-1.47167	-3.31178	1.5396	1.90588	-0.527547	-0.331255	0.816664	1.44848	-4.52518	0.892493	2.55018	-2.36854	-2.16159	3.03525	-3.38847	4.35249	4.64349	5.60909	0.0326868	-0.759563	-2.48163	-1.95514	3.14446	0.745125	-0.208427	-3.30403	3.63635	1.29444	2.30284	0.600496	-1.38675	-3.1492	-5.04093	1.20591	-0.0818357	-3.02889	1.12395	-5.07208	1.6873	0.153469	-0.805134	3.77771	2.85958	-1.60067	5.08286	-1.42208	-0.0482858	-1.94204	2.90934	0.937335	-0.953588	-2.62312	-0.372695	0.611264	0.61231
81946	0.333432	-2.70695	-0.421135	4.20777	1.53638	-1.31462	0.776981	-3.75214	-1.88474	-6.48129	-1.93061	-2.46021	1.16174	-2.83928	2.59464	5.15414	-1.20788	-2.79438	3.46357	3.78434	-0.897513	-2.20731	2.10561	-2.92452	0.405605	4.92986	0.0678206	-0.504999	3.44229	3.11522	-0.737909	3.43228	-0.419645	-1.069	0.035997	3.07023	8.39828	2.36247	-3.63502	0.160358	-0.358463	-1.34433	-2.1731	1.72756	-3.15083	2.44919	2.32772	-2.44975	-0.76237	-2.98282	-1.57779	1.2896	5.63497	-0.525106	3.60186	-1.00405	2.60565	-0.269593	2.91613	5.88609	2.03795	-0.771524	0.132275	-0.871077	0.286741	0.899122	-2.70556	0.955124	-0.276687	5.28363	3.00434	-3.28994	-1.37934	-2.99792	-0.350006	-1.16712	2.70709	2.87906	1.18648	-4.52694	2.07153	-0.223976	-4.25829	0.829683	4.57696	-3.14506	1.11225	0.24965	-2.84966	2.45188	1.60864	5.85361	1.49266	-2.53172	2.4871	-3.72091	-0.524317	4.41396	-2.38802	-2.89095	0.948383	5.26887	2.06845	-4.26108	0.391762	1.34193	0.765593	-0.72245	-0.107175	3.8229	0.0589519	-0.991363	-3.17852	1.3013	3.78848	0.481401	-2.1976	0.911892	-1.79643	-0.872728	-3.29403	3.00414	-0.0667642	-3.19519	0.0931822	-3.96678	-1.65188	1.62946
691772	2.94349	-0.417499	0.214217	-1.17238	-1.546	0.980316	0.10359	0.661835	1.65747	1.33308	1.17794	-2.59713	-0.968718	0.528964	-1.4556	-0.0140917	2.12146	-2.84912	1.46454	4.32308	-1.38538	-0.555275	-0.158757	-0.612909	2.89155	1.25962	-0.899412	1.86957	2.27352	1.55639	2.43458	0.135511	1.39242	-0.0820257	-0.598261	-0.888982	1.17229	0.166516	-0.564151	-1.59275	-1.03479	1.4026	0.175067	-0.336559	1.01087	1.67845	1.18609	-2.40796	-0.262815	0.126657	0.269655	1.47905	0.370715	3.02277	1.14458	0.150238	-2.3591	0.892868	0.133538	-0.85259	-0.999696	-0.366216	-1.74731	-1.93626	1.10415	-0.0874497	-1.56311	-2.8703	-4.58833	3.11149	1.7717	-3.04172	-0.709937	-2.8751	-1.53666	-3.89173	1.51574	0.964749	2.98971	0.315172	-0.0581716	1.30832	2.63892	-1.52018	2.07705	-0.356032	-1.24196	-0.901459	2.16881	0.72158	4.36941	2.66213	-0.68242	-1.29456	0.301143	2.88828	0.998232	1.1136	-4.02707	-1.11227	-1.82813	-0.0146516	1.75999	1.22254	-2.7088	-0.824186	4.78812	0.487269	-4.92383	-0.537201	-0.241742	0.70589	-0.387616	-1.20281	-0.361685	2.39499	0.246783	2.39212	-0.351019	2.57061	5.55654	2.44933	-0.887341	-3.80197	-1.65163	-0.495575	0.983644	3.07104
303140	2.35746	0.0384685	-2.7264	-2.69074	-1.75213	-2.5834	2.02949	-0.147396	1.23077	1.58481	3.48525	-2.01696	-1.06267	-0.743194	0.605105	-4.48097	-2.88359	-2.65109	0.409385	6.04368	-2.91843	2.4863	3.58055	-1.33047	1.88702	1.0708	-2.26497	-0.306043	2.72739	3.91722	-0.104426	-3.1712	2.56978	4.80234	-2.3156	-3.02371	1.25391	0.609265	-3.50903	-2.63153	-7.2827	0.555447	3.60861	1.43967	3.53438	-0.709377	1.18625	-1.15123	-3.79333	0.00786329	-0.122534	-5.91666	0.706221	-0.0033511	3.34821	-0.199637	-0.172753	2.82377	1.70376	-3.18346	-4.11052	2.99744	0.991701	0.0411885	2.99108	2.38651	-2.4169	-3.24694	-2.89803	4.72967	2.01333	2.07323	1.50915	-5.71339	0.900707	-2.33539	2.8281	0.0203494	1.30658	-0.245582	-1.51314	1.74093	-4.22093	2.9007	3.51633	2.64078	0.869535	1.9916	2.01911	5.18972	1.18752	0.938844	1.63284	0.856148	2.0725	2.17456	-2.9924	2.51018	-3.62393	-0.44437	-1.4207	0.425538	-1.17076	0.882223	0.222154	-1.41356	1.88989	0.174717	-4.56302	-1.60874	-3.98996	2.66099	-0.277161	-0.328614	3.36446	-2.2159	3.06951	1.55327	-1.71304	1.14374	4.91682	2.33683	-0.162598	-4.21467	0.0292327	0.371941	-0.382362	-0.0977376
502450	2.07962	1.16279	-0.379776	1.26485	-4.38436	3.08969	0.341723	-0.0936221	-0.1667	-0.383755	0.056402	-3.03043	0.46528	1.92509	-3.22419	-1.48112	-3.64544	-0.93314	-2.4482	2.78158	-1.56167	-1.17507	1.52374	0.519702	-1.34256	0.868912	1.25955	-2.44655	4.86943	2.27202	0.712464	0.59604	-1.24656	1.41223	-0.158557	-0.385009	-0.127815	3.5337	-1.50209	-3.47723	-5.26841	-1.25904	0.996867	0.430269	1.59917	3.68775	-1.01093	1.04707	2.40305	-1.3514	-0.12421	2.52367	3.25354	0.748336	-2.36233	-0.381748	-1.03927	-2.14238	0.555747	2.1	0.497531	2.46217	1.33314	0.433178	0.532178	1.17313	-4.60318	-2.23524	-2.72146	3.39792	1.82466	-3.60049	2.38082	-3.32107	-4.51994	-0.0566148	0.600129	-1.97823	2.7156	-1.51959	0.0312738	0.448018	-0.72184	-0.601068	2.77794	3.14242	-2.51195	-0.702806	0.523523	3.06927	-0.439732	-0.243679	1.1921	-1.03543	3.64667	-0.956757	3.20617	-1.97127	-6.61109	-4.15235	-1.54928	-0.744388	0.742189	-2.16522	1.53298	-4.99855	4.09718	1.21811	-1.97667	1.66616	-1.26701	-1.92013	1.73079	1.62458	0.569165	-0.673911	0.0357076	-1.75053	2.79904	-1.08577	3.85065	5.75694	5.21204	-1.67925	-2.20094	2.04669	-1.37013	-2.08924
